product_id,tn
20001,1528.941162109375
20002,1056.659423828125
20003,882.0599975585938
20004,587.0045166015625
20005,548.1836547851562
20006,449.6097717285156
20007,389.1059875488281
20008,374.0092468261719
20009,584.4542846679688
20010,457.72808837890625
20011,361.7690734863281
20012,299.080322265625
20013,389.6256103515625
20014,369.05706787109375
20015,300.4789123535156
20016,279.89453125
20017,241.1828155517578
20018,231.192138671875
20019,349.1172790527344
20020,272.21331787109375
20021,262.0022888183594
20022,247.81832885742188
20023,204.56509399414062
20024,233.96153259277344
20025,228.94769287109375
20026,252.01023864746094
20027,205.29440307617188
20028,62.83776092529297
20029,166.51168823242188
20030,123.38619995117188
20031,240.85765075683594
20033,104.14830780029297
20035,171.7956085205078
20037,83.91110229492188
20038,170.20010375976562
20039,144.87478637695312
20041,118.64915466308594
20042,135.38479614257812
20043,128.0022735595703
20044,79.34899139404297
20045,152.63145446777344
20046,148.72433471679688
20047,148.8845977783203
20050,133.47686767578125
20051,123.54647827148438
20052,124.6966552734375
20053,157.1110076904297
20054,127.0584487915039
20055,101.73456573486328
20056,111.53175354003906
20057,126.03948974609375
20058,124.2939682006836
20059,122.58370208740234
20061,133.6554412841797
20062,91.85516357421875
20063,112.50631713867188
20065,117.55760955810547
20066,121.08802795410156
20067,100.735107421875
20068,105.59303283691406
20069,127.67826080322266
20070,70.52204132080078
20071,110.82386779785156
20072,46.25689697265625
20073,116.88834381103516
20074,92.5609130859375
20075,134.29238891601562
20076,83.5278091430664
20077,84.70481872558594
20079,47.29948425292969
20080,32.807613372802734
20081,92.19920349121094
20082,68.54663848876953
20084,128.65956115722656
20086,57.27613067626953
20087,80.56331634521484
20090,48.71223068237305
20091,96.252197265625
20092,65.39190673828125
20093,86.37983703613281
20094,85.68065643310547
20095,31.049266815185547
20096,55.71343231201172
20097,65.53296661376953
20099,68.19422149658203
20100,20.577062606811523
20101,86.08053588867188
20102,40.60379409790039
20103,60.705665588378906
20106,72.01205444335938
20107,83.13459014892578
20108,65.20980834960938
20109,53.53628921508789
20111,75.84956359863281
20114,60.76547622680664
20116,122.58061981201172
20117,46.29986572265625
20118,65.0752182006836
20119,39.741859436035156
20120,67.72595977783203
20121,88.6474380493164
20122,75.30072021484375
20123,64.23621368408203
20124,52.89509201049805
20125,68.03164672851562
20129,63.51139450073242
20132,50.366905212402344
20133,65.36681365966797
20134,63.277259826660156
20137,51.18074035644531
20138,40.15911865234375
20139,60.856712341308594
20140,65.06827545166016
20142,33.30624771118164
20144,45.74265670776367
20145,67.40945434570312
20146,42.59689712524414
20148,61.34096145629883
20151,44.796878814697266
20152,26.954328536987305
20153,71.0755615234375
20155,70.60284423828125
20157,79.02593231201172
20158,47.02738571166992
20160,46.01858901977539
20161,36.91969299316406
20162,52.83686447143555
20166,40.52749252319336
20167,49.059410095214844
20168,26.40594482421875
20175,17.867298126220703
20176,30.08094596862793
20177,34.02735137939453
20179,35.501407623291016
20180,37.74415588378906
20181,37.520633697509766
20182,28.697786331176758
20183,24.92921257019043
20184,35.612457275390625
20187,33.529109954833984
20188,28.15677261352539
20189,37.40979766845703
20192,23.820627212524414
20193,34.726890563964844
20196,34.44425964355469
20197,28.67242431640625
20198,26.533201217651367
20200,25.40701675415039
20201,35.13056564331055
20205,29.769716262817383
20206,26.786701202392578
20207,21.55246925354004
20208,30.459062576293945
20209,25.069103240966797
20211,20.67767906188965
20212,23.43036460876465
20215,27.35205078125
20216,16.89516258239746
20219,25.516437530517578
20220,24.678319931030273
20222,24.093393325805664
20224,19.729419708251953
20225,21.584516525268555
20226,20.479713439941406
20227,38.9945068359375
20228,9.665127754211426
20230,20.425363540649414
20231,23.51242446899414
20232,27.39307403564453
20233,28.997026443481445
20234,10.904024124145508
20235,38.47197341918945
20238,24.291749954223633
20239,21.060590744018555
20240,18.01404571533203
20241,17.17514991760254
20242,13.045077323913574
20244,20.72063446044922
20246,19.906522750854492
20249,10.597755432128906
20251,20.998855590820312
20252,15.128430366516113
20253,17.893638610839844
20254,21.766658782958984
20255,12.877490997314453
20256,19.240402221679688
20259,14.827261924743652
20263,19.318649291992188
20264,17.23759651184082
20265,6.905747413635254
20267,20.087926864624023
20268,16.17930793762207
20269,15.585192680358887
20270,14.672374725341797
20271,8.897719383239746
20272,17.69321060180664
20273,15.593765258789062
20275,17.88121795654297
20276,18.50583839416504
20277,13.671395301818848
20278,13.037545204162598
20280,16.390295028686523
20281,15.522346496582031
20282,16.175003051757812
20283,15.595890998840332
20284,12.864032745361328
20285,8.985776901245117
20288,17.412195205688477
20289,16.55986213684082
20290,21.839317321777344
20291,16.524370193481445
20292,12.620322227478027
20295,13.408966064453125
20296,19.2479190826416
20299,10.915624618530273
20300,17.05449104309082
20301,13.109455108642578
20302,3.783061981201172
20303,16.187599182128906
20304,10.556167602539062
20305,1.5411767959594727
20307,16.192415237426758
20309,12.664898872375488
20310,13.952649116516113
20311,21.2939510345459
20313,24.007320404052734
20314,19.160722732543945
20315,17.234777450561523
20316,25.902082443237305
20317,15.301651000976562
20320,15.64753246307373
20321,27.06733512878418
20322,9.274904251098633
20324,14.857190132141113
20325,6.785648822784424
20326,15.921954154968262
20327,12.981230735778809
20328,9.867212295532227
20329,13.87302017211914
20330,14.718616485595703
20332,12.814310073852539
20335,13.548702239990234
20336,11.441304206848145
20338,9.544685363769531
20341,11.5966796875
20342,16.40729522705078
20346,13.25282096862793
20349,14.389039993286133
20350,3.581956148147583
20352,17.15224266052246
20353,8.662863731384277
20354,14.652961730957031
20356,12.968768119812012
20357,15.725530624389648
20358,11.337492942810059
20359,15.017193794250488
20361,14.530024528503418
20362,7.330620765686035
20365,11.829099655151367
20366,10.03834342956543
20367,12.021431922912598
20372,8.890510559082031
20375,5.689412593841553
20379,7.929072856903076
20380,13.72500228881836
20381,16.914813995361328
20382,9.302633285522461
20383,9.639789581298828
20384,6.107258319854736
20385,9.253006935119629
20386,12.558063507080078
20388,8.772977828979492
20396,8.151668548583984
20398,3.2501742839813232
20400,11.901091575622559
20401,10.028656005859375
20404,9.325570106506348
20406,12.628454208374023
20407,7.9319376945495605
20409,5.027046203613281
20410,9.393369674682617
20411,9.72742748260498
20416,1.3779410123825073
20418,2.5431067943573
20419,11.416593551635742
20421,10.995928764343262
20422,1.6956270933151245
20424,8.433233261108398
20426,9.040705680847168
20428,2.4911892414093018
20429,2.250699520111084
20432,9.632502555847168
20433,13.175426483154297
20434,8.988578796386719
20438,14.159238815307617
20443,8.200359344482422
20449,2.4265453815460205
20450,10.386682510375977
20456,7.819119453430176
20463,10.029815673828125
20464,6.503081798553467
20465,7.14774227142334
20466,8.143683433532715
20469,7.789388656616211
20470,8.016359329223633
20473,6.078297138214111
20474,10.085265159606934
20480,7.293996334075928
20482,6.7913055419921875
20483,8.292014122009277
20484,5.671786785125732
20490,1.4180941581726074
20497,6.575045108795166
20500,8.590415000915527
20502,6.908871173858643
20505,6.040857791900635
20509,1.4778932332992554
20517,4.744654178619385
20520,7.196629047393799
20524,3.8376662731170654
20530,5.623847007751465
20532,5.899753570556641
20536,6.660881519317627
20538,6.850392818450928
20539,6.671711444854736
20549,5.801020622253418
20551,5.810530662536621
20555,2.951690912246704
20560,4.983163356781006
20561,0.5531333684921265
20563,7.527008056640625
20565,4.92985725402832
20568,4.231391906738281
20570,7.0054030418396
20572,4.044111251831055
20579,2.76320743560791
20583,3.9357516765594482
20585,7.075880527496338
20586,1.1172008514404297
20596,3.795496940612793
20597,0.7571924924850464
20599,4.39377498626709
20600,1.8278528451919556
20601,1.1570748090744019
20602,3.938127040863037
20605,5.757270812988281
20606,4.267009258270264
20609,3.6054153442382812
20612,4.6280317306518555
20614,2.2881674766540527
20617,2.715186357498169
20622,4.761946678161621
20628,4.646440505981445
20629,2.9944515228271484
20632,2.8341405391693115
20636,1.0136322975158691
20637,4.7124409675598145
20639,4.687953948974609
20640,3.5827131271362305
20641,3.1249308586120605
20642,4.230421543121338
20644,2.6354024410247803
20647,2.0472965240478516
20651,3.4317362308502197
20652,4.109058380126953
20653,3.617884397506714
20654,4.204042911529541
20655,2.887639045715332
20658,3.7649686336517334
20660,1.3610116243362427
20661,3.53239369392395
20663,0.4294113516807556
20664,2.830350399017334
20666,2.290255069732666
20670,1.3867801427841187
20672,3.842909812927246
20676,2.3103160858154297
20677,2.7246479988098145
20678,0.7203957438468933
20680,4.379209518432617
20684,1.466505527496338
20685,0.8546924591064453
20693,3.4829580783843994
20696,4.236107349395752
20697,2.6983702182769775
20699,2.9459245204925537
20701,4.091009140014648
20702,1.8759361505508423
20705,1.82345449924469
20706,4.162714958190918
20708,3.5125534534454346
20713,1.330282211303711
20714,3.4154422283172607
20715,1.749457836151123
20721,1.7613561153411865
20729,0.6043848991394043
20730,2.2827823162078857
20733,2.768036127090454
20735,2.377163887023926
20737,2.1574931144714355
20739,3.056824207305908
20742,2.588472604751587
20744,2.7771220207214355
20745,2.2346858978271484
20749,2.9780478477478027
20751,2.4184751510620117
20756,3.888596296310425
20759,1.97318434715271
20761,2.522336483001709
20765,0.6255958676338196
20768,1.8680574893951416
20773,0.6761888861656189
20781,1.6360892057418823
20786,2.299009084701538
20788,0.9235951900482178
20789,1.8184038400650024
20793,2.515017032623291
20800,1.026506781578064
20801,1.416701316833496
20802,1.3813538551330566
20803,1.3201922178268433
20807,1.9169161319732666
20810,1.8595038652420044
20812,1.2193257808685303
20820,2.0001585483551025
20823,1.945351481437683
20824,1.1533169746398926
20826,1.7601628303527832
20828,1.7165346145629883
20830,1.5036014318466187
20831,2.154559850692749
20838,1.9836663007736206
20840,1.5115666389465332
20843,0.711498498916626
20846,1.096828579902649
20847,1.2326701879501343
20849,2.085933208465576
20852,1.4121642112731934
20862,1.7193506956100464
20863,1.3519186973571777
20864,1.4125888347625732
20865,1.6858376264572144
20870,1.4386513233184814
20879,1.4976588487625122
20882,1.5614460706710815
20883,1.0863193273544312
20885,1.2617089748382568
20892,1.008831262588501
20894,2.0782217979431152
20901,0.867042601108551
20906,0.9247036576271057
20913,0.7740658521652222
20919,1.0324097871780396
20922,0.9050495624542236
20925,1.0685818195343018
20931,1.0619134902954102
20936,0.6092979907989502
20937,0.910789430141449
20941,0.7975442409515381
20947,0.704044759273529
20948,0.5312091708183289
20949,1.0324071645736694
20956,0.6376661658287048
20957,1.1330662965774536
20961,0.8884788751602173
20965,0.637536346912384
20970,0.496073454618454
20976,0.731963574886322
20982,0.2854672968387604
20985,0.6937893629074097
20986,0.7799482941627502
20991,0.23693737387657166
20994,0.3356485962867737
21008,0.7867093682289124
21014,0.863373339176178
21016,0.40502890944480896
21024,0.4530792534351349
21028,0.4632432758808136
21032,0.278324156999588
21038,0.48926985263824463
21048,0.32972952723503113
21049,0.3610236644744873
21055,0.35611745715141296
21057,0.6657000184059143
21077,0.25740981101989746
21080,0.4606645405292511
21088,0.14583277702331543
21131,0.13147388398647308
21170,0.029521901160478592
21182,0.06128717586398125
21190,0.1332690715789795
21192,0.037646375596523285
21200,0.131389781832695
21202,0.05133910849690437
21218,0.04212234541773796
21222,0.049774497747421265
20514,6.880301475524902
20578,4.4655914306640625
20878,1.3341695070266724
21224,0.06663571298122406
20588,2.6632132530212402
20724,1.751498818397522
20743,1.8422755002975464
20771,1.2286936044692993
20945,1.244099497795105
20951,1.0799728631973267
20319,12.532076835632324
20390,9.607303619384766
20415,6.313772201538086
20447,8.721514701843262
20478,6.0435028076171875
20508,4.330469131469727
20667,4.520077705383301
20298,14.974641799926758
20343,13.170846939086914
20377,12.478641510009766
20417,10.63815689086914
20750,1.3479480743408203
20832,1.8865867853164673
20855,1.4806987047195435
20877,0.9037944078445435
20914,1.230812668800354
20996,0.522212028503418
21003,0.578702986240387
21027,1.8492523431777954
20049,176.10379028320312
20453,13.270404815673828
20657,6.202383041381836
20741,3.272374153137207
20777,2.1162869930267334
20402,15.431803703308105
20496,8.552846908569336
20542,7.910354137420654
20624,4.921492099761963
20775,2.2150790691375732
20818,2.1549835205078125
20202,23.98006248474121
20334,18.172988891601562
20337,16.878734588623047
20340,22.63399887084961
20544,7.242701530456543
20552,2.6818246841430664
20574,4.625000476837158
20589,6.559994697570801
20646,5.308802604675293
20758,4.550442218780518
20809,3.435692310333252
21167,0.1364731341600418
21180,0.10083089023828506
20112,109.18571472167969
20297,42.54104995727539
20306,35.083805084228516
20323,24.615074157714844
20344,16.686363220214844
20348,16.050403594970703
20387,9.009748458862305
20403,11.162430763244629
20567,7.197259902954102
21118,0.3046629726886749
21155,0.2919017970561981
21184,0.2008710503578186
21194,0.11029300093650818
21207,0.10568101704120636
21212,0.10249069333076477
20164,64.34812927246094
20203,50.2327880859375
20218,29.990615844726562
20479,10.22197437286377
21065,0.5746611952781677
20237,32.81339645385742
20395,29.797082901000977
20513,10.635371208190918
20576,12.554079055786133
20604,12.088066101074219
21157,0.18885639309883118
20126,85.0346908569336
20135,111.13932800292969
20150,51.016929626464844
20262,24.674686431884766
20351,12.437272071838379
20368,12.333125114440918
20378,18.798568725585938
20481,8.668060302734375
20488,9.902790069580078
20541,8.64785099029541
20571,7.834938049316406
20811,2.863125801086426
20130,105.18618774414062
20143,85.75182342529297
20159,58.06047058105469
20170,67.86598205566406
20266,53.269256591796875
20364,33.697811126708984
20389,34.51543045043945
21034,0.9494152665138245
21040,0.8963066935539246
21126,0.514805257320404
21164,0.3489407002925873
21176,0.3535994291305542
20089,126.78861999511719
20459,16.451904296875
20522,12.576032638549805
20638,7.609951019287109
20503,0.7629769444465637
20679,10.319256782531738
20783,3.4142730236053467
20853,3.048480749130249
21084,0.4813939034938812
20495,14.731305122375488
20523,10.743778228759766
20527,11.525785446166992
20540,7.651309013366699
20553,7.425649642944336
20559,6.998386383056641
20569,12.633095741271973
20611,8.819263458251953
20682,5.230090618133545
20902,1.771735668182373
20908,2.3912031650543213
20967,1.6786754131317139
20997,0.8941466212272644
21142,0.2376558929681778
21191,0.17620599269866943
21209,0.12181540578603745
21226,0.11737850308418274
21233,0.06400583684444427
21245,0.02582189440727234
20085,229.81631469726562
20408,9.466475486755371
20477,7.374130725860596
20700,3.0840775966644287
20709,8.761619567871094
20917,2.2245590686798096
20990,0.5544120073318481
21001,0.5494207143783569
21022,0.8112891316413879
21037,0.4014761745929718
21056,0.5923478007316589
21201,0.15375253558158875
21244,0.01968042366206646
21246,0.021728891879320145
21248,0.01983577571809292
21256,0.024444954469799995
21259,0.019366508349776268
21262,0.019087035208940506
21263,0.022773535922169685
20460,9.576763153076172
20547,12.182053565979004
20558,3.6494157314300537
20580,15.222180366516113
20627,9.307409286499023
20689,3.0778706073760986
20817,1.9937028884887695
20835,0.4842873215675354
21093,0.4062938094139099
21105,0.3438451588153839
20032,590.33366
21153,0.5895636363636364
21159,0.5135118181818181
21168,0.4885981818181819
20286,49.778057
20442,31.269902999999992
20491,15.661783
20548,20.247307
20620,15.088071
20623,13.210916000000001
20659,11.694495
20757,5.683822999999999
21033,1.642999
21073,1.3292559999999998
21252,0.178011
21265,0.089541
21266,0.094659
21267,0.092835
21276,0.045447
20355,35.54702777777777
20414,31.198115555555553
20458,24.69197222222222
20476,24.855139999999995
20510,20.46552444444444
20521,21.17845111111111
20525,18.363435555555554
20526,19.869380000000003
20531,17.813344444444443
20537,17.25259222222222
20575,15.816059999999997
20577,15.517516666666666
20593,17.160478888888886
20603,14.076342222222223
20633,13.04763
20681,12.226912222222222
20719,8.320296666666666
20746,7.3164033333333345
20785,7.750359999999999
20795,6.306387777777777
20822,6.033203333333334
20859,2.8903033333333332
20907,4.654346666666667
20920,3.662496666666667
20966,1.407242222222222
20987,2.6687266666666667
21086,1.4960777777777778
21092,1.040306666666667
21179,0.5288866666666666
21196,0.45108777777777775
20754,8.739625
20924,3.100855
20928,4.5876850000000005
20932,2.598045
20946,3.17114625
21042,1.78178
21044,1.8586749999999999
21064,2.15753375
21074,1.42537125
21099,1.5154325
21135,0.68718875
21163,0.68782125
21171,0.5545037500000001
20174,114.81175857142857
20592,16.768127142857143
20649,21.763180000000002
20674,13.739311428571428
20691,19.807270000000006
20732,10.110184285714286
20772,9.344477142857142
20774,7.696732857142856
20827,6.934788571428571
20927,3.734815714285714
21007,2.1303714285714284
21111,1.2599700000000003
21114,1.2802257142857143
21119,1.1571742857142857
21140,0.8307242857142857
21227,0.3401
20236,97.61604166666666
20261,71.72756
20440,30.268953333333332
20615,13.478549999999998
20621,12.558663333333334
20662,10.89349
20673,11.385031666666668
20711,11.252979999999999
20720,9.745626666666666
20845,6.433445000000002
20886,3.5225166666666663
20904,5.292086666666666
20910,4.859635
20912,4.67572
20933,3.5741266666666665
20953,3.9979883333333337
21006,2.3958500000000003
21035,1.89825
21039,1.9819533333333335
21079,1.8997366666666666
21109,1.2232383333333332
21112,1.0800566666666664
20213,78.120208
20257,58.229854
20694,8.77797
20762,6.8208
20815,7.4642219999999995
20899,3.022482
20942,2.347294
20968,2.9682959999999996
21058,1.6437800000000002
21097,1.378714
21110,1.391452
21129,0.927806
21144,1.1794200000000001
21146,1.1963380000000001
21154,1.1963219999999999
20127,208.43745
20210,82.17732
20686,12.4984025
20703,12.166954999999998
20962,3.9156825
20975,3.58399
20995,3.3653225
21087,0.9074225
21214,0.4110625
